book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,my_rating,no_of_pages,image_name
"Siege and Storm (The Shadow and Bone Trilogy, #2)",https://www.goodreads.com/book/show/14061955-siege-and-storm,Leigh Bardugo,3.80,682589,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362166252i/14061955._SX50_.jpg,0.0,435.0,cover_423.png
Layla,https://www.goodreads.com/book/show/52089753-layla,Colleen Hoover,3.63,603443,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593095775i/52089753._SY75_.jpg,0.0,305.0,cover_424.png
"Divine Rivals (Letters of Enchantment, #1)",https://www.goodreads.com/book/show/60784546-divine-rivals,Rebecca Ross,4.15,730935,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655928079i/60784546._SY75_.jpg,0.0,368.0,cover_425.png
First Lie Wins,https://www.goodreads.com/book/show/164444179-first-lie-wins,Ashley Elston,4.00,783901,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704216161i/164444179._SY75_.jpg,0.0,340.0,cover_426.png
All the Bright Places,https://www.goodreads.com/book/show/18460392-all-the-bright-places,Jennifer Niven,4.11,627284,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404331702i/18460392._SY75_.jpg,0.0,388.0,cover_427.png
East of Eden,https://www.goodreads.com/book/show/4406.East_of_Eden,John Steinbeck,4.44,635213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639969375i/4406._SY75_.jpg,5.0,601.0,cover_428.png
Is Everyone Hanging Out Without Me?,https://www.goodreads.com/book/show/10335308-is-everyone-hanging-out-without-me,Mindy Kaling,3.86,513402,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443264638i/10335308._SY75_.jpg,0.0,222.0,cover_429.png
The Graveyard Book,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book,Neil Gaiman,4.15,565845,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531295292i/2213661._SY75_.jpg,4.0,312.0,cover_430.png
"Maybe Someday (Maybe, #1)",https://www.goodreads.com/book/show/62967882-maybe-someday,Colleen Hoover,3.96,656095,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666362550i/62967882._SY75_.jpg,0.0,367.0,cover_431.png
"Dead Until Dark (Sookie Stackhouse, #1)",https://www.goodreads.com/book/show/301082.Dead_Until_Dark,Charlaine Harris,3.97,560412,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468560853i/301082._SY75_.jpg,0.0,292.0,cover_432.png
Atonement,https://www.goodreads.com/book/show/6867.Atonement,Ian McEwan,3.95,562610,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320449708i/6867._SY75_.jpg,0.0,351.0,cover_433.png
Pretty Girls,https://www.goodreads.com/book/show/25574782-pretty-girls,Karin Slaughter,4.01,703234,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432205734i/25574782._SY75_.jpg,0.0,432.0,cover_434.png
"If He Had Been With Me (If He Had Been with Me, #1)",https://www.goodreads.com/book/show/15835031-if-he-had-been-with-me,Laura Nowlin,3.78,578239,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348497394i/15835031._SX50_.jpg,0.0,336.0,cover_435.png
Blink: The Power of Thinking Without Thinking,https://www.goodreads.com/book/show/40102.Blink,Malcolm Gladwell,3.96,621739,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440763417i/40102._SX50_.jpg,0.0,296.0,cover_436.png
Love on the Brain,https://www.goodreads.com/book/show/59571699-love-on-the-brain,Ali Hazelwood,3.90,631629,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657897729i/59571699._SY75_.jpg,0.0,368.0,cover_437.png
"One Dark Window (The Shepherd King, #1)",https://www.goodreads.com/book/show/58340706-one-dark-window,Rachel Gillig,4.26,639472,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440714i/58340706._SY75_.jpg,0.0,432.0,cover_438.png
"Ruin and Rising (Shadow and Bone, #3)",https://www.goodreads.com/book/show/14061957-ruin-and-rising,Leigh Bardugo,3.97,590062,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392398530i/14061957._SX50_.jpg,0.0,432.0,cover_439.png
"Bared to You (Crossfire, #1)",https://www.goodreads.com/book/show/20448515-bared-to-you,Sylvia Day,4.13,550337,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433411511i/20448515._SY75_.jpg,0.0,352.0,cover_440.png
Confess,https://www.goodreads.com/book/show/34324605-confess,Colleen Hoover,4.06,611028,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488107498i/34324605._SY75_.jpg,0.0,320.0,cover_441.png
The God of the Woods,https://www.goodreads.com/book/show/199698485-the-god-of-the-woods,Liz Moore,4.11,767141,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1717970538i/199698485._SY75_.jpg,0.0,490.0,cover_442.png
"Marked (House of Night, #1)",https://www.goodreads.com/book/show/30183.Marked,P.C. Cast,3.82,522779,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317067002i/30183._SX50_.jpg,0.0,306.0,cover_443.png
"Yours Truly (Part of Your World, #2)",https://www.goodreads.com/book/show/61918816-yours-truly,Abby Jimenez,4.30,817545,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1751917536i/61918816._SY75_.jpg,0.0,398.0,cover_444.png
Rock Paper Scissors,https://www.goodreads.com/book/show/56269064-rock-paper-scissors,Alice Feeney,3.88,695671,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612020952i/56269064._SY75_.jpg,0.0,294.0,cover_445.png
The Unbearable Lightness of Being,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,Milan Kundera,4.11,542563,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265401884i/9717._SY75_.jpg,4.0,314.0,cover_446.png
"House of Sky and Breath (Crescent City, #2)",https://www.goodreads.com/book/show/40132775-house-of-sky-and-breath,Sarah J. Maas,4.42,808232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633097753i/40132775._SY75_.jpg,0.0,805.0,cover_447.png
"The Tales of Beedle the Bard (Hogwarts Library, #3)",https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,J.K. Rowling,4.03,511883,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630876355i/3950967._SX50_.jpg,0.0,105.0,cover_448.png
"The Hero of Ages (Mistborn, #3)",https://www.goodreads.com/book/show/2767793-the-hero-of-ages,Brandon Sanderson,4.56,587643,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628563911i/2767793._SY75_.jpg,0.0,572.0,cover_449.png
"Better Than the Movies (Better Than the Movies, #1)",https://www.goodreads.com/book/show/55710822-better-than-the-movies,Lynn Painter,4.26,759950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618150545i/55710822._SY75_.jpg,0.0,356.0,cover_450.png
Fight Club,https://www.goodreads.com/book/show/36236124-fight-club,Chuck Palahniuk,4.18,641909,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558216416i/36236124._SY75_.jpg,4.0,224.0,cover_451.png
Turtles All the Way Down,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down,John Green,3.87,640926,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503002776i/35504431._SY75_.jpg,4.0,290.0,cover_452.png
"Heartstopper: Volume Two (Heartstopper, #2)",https://www.goodreads.com/book/show/43307358-heartstopper,Alice Oseman,4.51,566876,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564967250i/43307358._SY75_.jpg,0.0,320.0,cover_453.png
"Red Rising (Red Rising Saga, #1)",https://www.goodreads.com/book/show/15839976-red-rising,Pierce Brown,4.27,761902,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1761311924i/15839976._SY75_.jpg,0.0,382.0,cover_454.png
"Crooked Kingdom (Six of Crows, #2)",https://www.goodreads.com/book/show/22299763-crooked-kingdom,Leigh Bardugo,4.57,766796,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172607i/22299763._SY75_.jpg,0.0,561.0,cover_455.png
"A Discovery of Witches (All Souls, #1)",https://www.goodreads.com/book/show/8667848-a-discovery-of-witches,Deborah Harkness,4.02,555698,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525097370i/8667848._SY75_.jpg,0.0,592.0,cover_456.png
"From Blood and Ash (Blood and Ash, #1)",https://www.goodreads.com/book/show/52831200-from-blood-and-ash,Jennifer L. Armentrout,4.21,842003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440654i/52831200._SY75_.jpg,0.0,622.0,cover_457.png
"All Your Perfects (Hopeless, #3)",https://www.goodreads.com/book/show/38926487-all-your-perfects,Colleen Hoover,3.99,702275,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531682842i/38926487._SY75_.jpg,0.0,305.0,cover_458.png
"The Hawthorne Legacy (The Inheritance Games, #2)",https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,Jennifer Lynn Barnes,4.18,618290,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610493390i/50531218._SY75_.jpg,0.0,380.0,cover_459.png
"They Both Die at the End (They Both Die at the End, #1)",https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end,Adam Silvera,3.75,866845,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494333138i/33385229._SY75_.jpg,0.0,389.0,cover_460.png
The Couple Next Door,https://www.goodreads.com/book/show/28815474-the-couple-next-door,Shari Lapena,3.80,709099,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471502242i/28815474._SY75_.jpg,4.0,308.0,cover_461.png
The Screwtape Letters,https://www.goodreads.com/book/show/8130077-the-screwtape-letters,C.S. Lewis,4.27,520038,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1760782828i/8130077._SY75_.jpg,0.0,222.0,cover_462.png
"The Mark of Athena (The Heroes of Olympus, #3)",https://www.goodreads.com/book/show/12127750-the-mark-of-athena,Rick Riordan,4.47,672883,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201354i/12127750._SY75_.jpg,0.0,586.0,cover_463.png
"Hopeless (Hopeless, #1)",https://www.goodreads.com/book/show/62967897-hopeless,Colleen Hoover,4.22,680301,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666362713i/62967897._SY75_.jpg,0.0,408.0,cover_464.png
"The Wonderful Wizard of Oz (Oz, #1)",https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,L. Frank Baum,4.00,510945,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398003737i/236093._SY75_.jpg,0.0,154.0,cover_465.png
"Love, Theoretically",https://www.goodreads.com/book/show/61326735-love-theoretically,Ali Hazelwood,4.08,658925,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681476644i/61326735._SY75_.jpg,0.0,389.0,cover_466.png
Mad Honey,https://www.goodreads.com/book/show/59912428-mad-honey,Jodi Picoult,4.07,575867,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642705453i/59912428._SY75_.jpg,0.0,464.0,cover_467.png
Crying in H Mart,https://www.goodreads.com/book/show/54814676-crying-in-h-mart,Michelle Zauner,4.23,594993,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601937850i/54814676._SX50_.jpg,0.0,256.0,cover_468.png
"Watership Down (Watership Down, #1)",https://www.goodreads.com/book/show/76620.Watership_Down,Richard Adams,4.09,505135,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405136931i/76620._SY75_.jpg,0.0,478.0,cover_469.png
"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",https://www.goodreads.com/book/show/60714999-the-serpent-and-the-wings-of-night,Carissa Broadbent,4.27,740030,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1711665394i/60714999._SY75_.jpg,0.0,504.0,cover_470.png
Demon Copperhead,https://www.goodreads.com/book/show/60194162-demon-copperhead,Barbara Kingsolver,4.47,786172,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660050779i/60194162._SY75_.jpg,4.0,560.0,cover_471.png
The Four Winds,https://www.goodreads.com/book/show/53138081-the-four-winds,Kristin Hannah,4.30,973832,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594925043i/53138081._SY75_.jpg,0.0,464.0,cover_472.png
A Tree Grows in Brooklyn,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,Betty Smith,4.30,511308,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883484i/14891._SY75_.jpg,4.0,496.0,cover_473.png
"Heartless (Chestnut Springs, #2)",https://www.goodreads.com/book/show/125460757-heartless,Elsie Silver,4.37,554179,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687148317i/125460757._SY75_.jpg,0.0,432.0,cover_474.png
Love and Other Words,https://www.goodreads.com/book/show/36206591-love-and-other-words,Christina Lauren,4.21,806366,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1667534514i/36206591._SY75_.jpg,0.0,432.0,cover_475.png
"House of Flame and Shadow (Crescent City, #3)",https://www.goodreads.com/book/show/52857700-house-of-flame-and-shadow,Sarah J. Maas,4.23,674496,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689809645i/52857700._SY75_.jpg,0.0,835.0,cover_476.png
A Flicker in the Dark,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark,Stacy Willingham,3.97,597526,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621347398i/57693172._SY75_.jpg,0.0,357.0,cover_477.png
"Binding 13 (Boys of Tommen, #1)",https://www.goodreads.com/book/show/146943294-binding-13,Chloe Walsh,4.45,552433,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698653725i/146943294._SY75_.jpg,0.0,618.0,cover_478.png
"Where'd You Go, Bernadette",https://www.goodreads.com/book/show/13526165-where-d-you-go-bernadette,Maria Semple,3.87,598553,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338822317i/13526165._SY75_.jpg,4.0,330.0,cover_479.png
Love in the Time of Cholera,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,Gabriel García Márquez,3.94,546053,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644691354i/9712._SY75_.jpg,5.0,348.0,cover_480.png
My Year of Rest and Relaxation,https://www.goodreads.com/book/show/44279110-my-year-of-rest-and-relaxation,Ottessa Moshfegh,3.60,560738,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597676656i/44279110._SY75_.jpg,0.0,289.0,cover_481.png
Regretting You,https://www.goodreads.com/book/show/44582454-regretting-you,Colleen Hoover,4.10,916375,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1760993353i/44582454._SX50_.jpg,0.0,363.0,cover_482.png
Great Big Beautiful Life,https://www.goodreads.com/book/show/218559595-great-big-beautiful-life,Emily Henry,3.97,654337,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1729098091i/218559595._SY75_.jpg,0.0,432.0,cover_483.png
"The Bad Beginning (A Series of Unfortunate Events, #1)",https://www.goodreads.com/book/show/78411.The_Bad_Beginning,Lemony Snicket,4.02,569565,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436737029i/78411._SX50_.jpg,0.0,162.0,cover_484.png
"Hunting Adeline (Cat and Mouse, #2)",https://www.goodreads.com/book/show/59050133-hunting-adeline,H.D. Carlton,4.07,593265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639934603i/59050133._SY75_.jpg,0.0,684.0,cover_485.png
Carrie Soto Is Back,https://www.goodreads.com/book/show/60435878-carrie-soto-is-back,Taylor Jenkins Reid,4.20,710686,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649848581i/60435878._SY75_.jpg,0.0,384.0,cover_486.png
"Something Borrowed (Darcy & Rachel, #1)",https://www.goodreads.com/book/show/42156.Something_Borrowed,Emily Giffin,3.89,610804,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305063535i/42156._SY75_.jpg,0.0,336.0,cover_487.png
"It Happened One Summer (Bellinger Sisters, #1)",https://www.goodreads.com/book/show/55659629-it-happened-one-summer,Tessa Bailey,3.90,710382,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604991895i/55659629._SY75_.jpg,0.0,397.0,cover_488.png
"The Family Upstairs (The Family Upstairs, #1)",https://www.goodreads.com/book/show/43822820-the-family-upstairs,Lisa Jewell,3.95,561851,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564517337i/43822820._SY75_.jpg,0.0,352.0,cover_489.png
A Little Life,https://www.goodreads.com/book/show/22822858-a-little-life,Hanya Yanagihara,4.28,921640,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353i/22822858._SY75_.jpg,0.0,720.0,cover_490.png
"Reckless (The Powerless Trilogy, #2)",https://www.goodreads.com/book/show/183086339-reckless,Lauren Roberts,4.07,581725,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1731714752i/183086339._SY75_.jpg,0.0,396.0,cover_491.png
Then She Was Gone,https://www.goodreads.com/book/show/35297426-then-she-was-gone,Lisa Jewell,4.04,984157,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1741291185i/35297426._SY75_.jpg,0.0,359.0,cover_492.png
"Ignite Me (Shatter Me, #3)",https://www.goodreads.com/book/show/13188676-ignite-me,Tahereh Mafi,4.45,669658,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375972497i/13188676._SY75_.jpg,0.0,408.0,cover_493.png
The Paris Apartment,https://www.goodreads.com/book/show/58468990-the-paris-apartment,Lucy Foley,3.64,713645,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645550948i/58468990._SY75_.jpg,0.0,360.0,cover_494.png
Do Androids Dream of Electric Sheep?,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep,Philip K. Dick,4.09,511407,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507838927i/36402034._SY75_.jpg,0.0,258.0,cover_495.png
